SUC	04/05/2009	05	2009	Grab	B	4.000	4.5	NaN	43190	49.8	29210	29.21	19.41	7.24	NaN	0.52	0.066	0.64	0.71	0.11	0.071	0.066	2.6	NaN	NaN
SUC	11/05/2009	05	2009	Insitu	S	0.516	NaN	NaN	44550	61.1	30530	30.53	18.98	7.34	0.0056	0.49	0.044	0.63	0.67	0.073	0.066	0.044	2.5	140	9
SUC	11/05/2009	05	2009	Grab	B	4.500	5	NaN	45100	55.3	30500	30.5	18.61	7.31	NaN	0.49	0.044	0.63	0.67	0.073	0.066	0.044	2.5	NaN	NaN
SUC	18/05/2009	05	2009	Grab	S	0.495	NaN	1.8	45510	67.1	22890	22.89	17.07	7.41	0.019	0.57	0.059	1	1.1	0.072	0.093	0.033	2.8	140	10
SUC	18/05/2009	05	2009	Grab	B	4.100	4.6	NaN	46890	52.9	26400	26.4	17.85	7.35	NaN	0.52	0.043	0.61	0.65	0.068	0.062	0.037	2.8	NaN	NaN
SUC	25/05/2009	05	2009	Grab	S	0.500	NaN	1.2	36150	43.7	27780	27.78	16.78	7.12	0.0053	0.68	0.091	0.96	1	0.17	0.074	0.032	3.4	130	10
SUC	25/05/2009	05	2009	Grab	B	3.500	4	NaN	41130	32	30060	30.06	17.21	7.1	NaN	0.57	0.073	1.3	1.3	0.19	0.24	0.038	3	NaN	NaN
SUC	02/06/2009	06	2009	Grab	S	0.492	NaN	2.7	37450	67.8	27310	27.31	16.99	7.39	0.0032	0.58	0.058	0.68	0.74	0.084	0.047	0.022	3.5	140	8
SUC	02/06/2009	06	2009	Grab	B	4.200	4.7	NaN	46320	44.1	27280	27.28	16.21	7.35	NaN	0.43	0.068	0.59	0.66	0.15	0.063	0.038	2.4	NaN	NaN
SUC	08/06/2009	06	2009	Grab	S	0.532	NaN	2.1	40280	93.4	12850	12.85	15.99	7.47	0.0044	0.54	0.042	0.61	0.65	0.051	0.043	0.019	3.2	130	7
SUC	08/06/2009	06	2009	Grab	B	4.500	5	NaN	42450	59.8	27500	27.5	16.43	7.28	NaN	0.5	0.056	0.69	0.74	0.14	0.054	0.018	2.9	NaN	NaN
SUC	15/06/2009	06	2009	Grab	S	0.502	NaN	1.7	32870	47	23330	23.33	15.61	7.23	0.003	0.29	0.08	1	1.1	0.2	0.061	0.028	3.1	130	7
SUC	15/06/2009	06	2009	Grab	B	3.400	3.9	NaN	42680	24	23280	23.28	16.74	7.23	NaN	0.43	0.07	0.7	0.77	0.26	0.063	0.041	2.6	NaN	NaN
SUC	22/06/2009	06	2009	Grab	S	0.496	NaN	1.1	26790	102.8	9820	9.82	15.06	7.35	0.022	0.5	0.03	0.8	0.83	0.01	0.059	0.007	3.1	99	9
SUC	22/06/2009	06	2009	Grab	B	4.100	4.7	NaN	36790	47.1	7230	7.23	16.31	7.05	NaN	0.43	0.085	0.68	0.77	0.2	0.062	0.028	2.7	NaN	NaN
SUC	30/06/2009	06	2009	Grab	S	0.492	NaN	0.8	8342	78	7070	7.07	13.8	7.41	0.0005	0.74	0.52	0.94	1.5	0.01	0.059	0.005	4.2	81	14
SUC	30/06/2009	06	2009	Grab	B	3.800	4.3	NaN	16660	52.6	7340	7.34	14.38	7.26	NaN	0.59	0.45	0.96	1.4	0.11	0.078	0.01	3.9	NaN	NaN
SUC	06/07/2009	07	2009	Grab	S	0.530	NaN	1.2	12380	85.7	6100	6.1	13.27	7.69	0.0092	0.51	1.2	0.63	1.8	0.025	0.032	0.013	5.1	100	4
SUC	06/07/2009	07	2009	Grab	B	5.000	5	NaN	12810	83.4	6520	6.52	13.16	7.63	NaN	0.49	1.1	0.66	1.8	0.039	0.035	0.011	5.3	NaN	NaN
SUC	13/07/2009	07	2009	Grab	S	0.504	NaN	1	10710	87.3	2440	2.44	12.64	7.38	0.0069	0.82	1	0.99	2	0.022	0.046	0.007	5.2	91	16
SUC	13/07/2009	07	2009	Grab	B	3.500	4	NaN	11410	86.8	2450	2.45	12.17	7.43	NaN	0.86	1	1	2	0.025	0.046	0.006	5.3	NaN	NaN
SUC	20/07/2009	07	2009	Grab	S	0.460	NaN	0.2	4458	82.7	4690	4.69	13.5	7.55	0.0054	0.64	0.8	0.96	1.8	0.032	0.12	0.02	3.7	45	14
SUC	20/07/2009	07	2009	Grab	B	4.500	5	NaN	4468	82.4	4110	4.11	13.5	7.37	NaN	0.78	0.81	0.98	1.8	0.029	0.12	0.018	3.6	NaN	NaN
SUC	27/07/2009	07	2009	Grab	S	0.533	NaN	0.3	7416	93.6	4700	4.7	11.76	7.43	0.0036	0.85	2.1	1.2	3.3	0.072	0.071	0.026	5.3	71	18
SUC	27/07/2009	07	2009	Grab	B	4.000	4.5	NaN	7417	93.6	4690	4.69	11.76	7.42	NaN	1.1	2.1	1.3	3.4	0.072	0.076	0.025	5.3	NaN	NaN
SUC	03/08/2009	08	2009	Grab	S	0.483	NaN	1	8385	84.7	4330	4.33	12.62	7.58	0.013	0.69	1.5	0.95	2.4	0.028	0.032	0.007	4.3	81	15
SUC	03/08/2009	08	2009	Grab	B	4.500	5	NaN	8390	79.1	4660	4.66	12.59	7.56	NaN	0.82	1.5	0.98	2.5	0.027	0.034	0.007	4.3	NaN	NaN
SUC	10/08/2009	08	2009	Grab	S	0.513	NaN	0.9	8158	85	4520	4.52	15.69	7.51	0.0052	0.65	0.78	0.73	1.5	0.049	0.029	0.005	2.9	84	14
SUC	10/08/2009	08	2009	Grab	B	4.500	5	NaN	8387	82.4	4540	4.54	15.58	7.51	NaN	0.74	0.8	0.84	1.6	0.054	0.032	0.005	2.8	NaN	NaN
SUC	18/08/2009	08	2009	Grab	S	0.488	NaN	0.5	8117	88.3	4220	4.22	14.75	7.56	0.0051	0.58	0.34	0.62	0.96	0.037	0.054	0.017	3	90	17
SUC	18/08/2009	08	2009	Grab	B	4.000	5.5	NaN	8159	88.2	2980	2.98	14.74	7.56	NaN	0.56	0.34	0.72	1.1	0.036	0.057	0.019	2.9	NaN	NaN
SUC	24/08/2009	08	2009	Grab	S	0.496	NaN	0.4	5475	89.5	4210	4.21	14.96	7.52	0.0027	0.81	0.36	1	1.4	0.044	0.11	0.053	4.3	72	20
SUC	24/08/2009	08	2009	Grab	B	4.500	5	NaN	5479	88.8	4200	4.2	14.95	7.51	NaN	0.81	0.36	1	1.4	0.04	0.11	0.056	4.3	NaN	NaN
SUC	31/08/2009	08	2009	Grab	S	0.489	NaN	0.7	7596	91.4	3950	3.95	14.05	7.7	0.0006	0.73	0.29	0.79	1.1	0.041	0.047	0.021	3.1	94	16
SUC	31/08/2009	08	2009	Grab	B	4.000	4.5	NaN	7572	90.8	3960	3.96	14.04	7.7	NaN	0.75	0.29	0.88	1.2	0.043	0.047	0.021	3.2	NaN	NaN
SUC	07/09/2009	09	2009	Grab	S	0.501	NaN	0.7	6882	89.8	2250	2.25	14.93	7.73	0.0005	0.78	0.28	0.87	1.1	0.048	0.043	0.021	2.4	86	15
SUC	07/09/2009	09	2009	Grab	B	4.000	4.5	NaN	7142	90.2	2260	2.26	14.71	7.76	NaN	0.76	0.28	0.9	1.2	0.049	0.044	0.021	2.3	NaN	NaN
SUC	14/09/2009	09	2009	Grab	S	0.511	NaN	0.4	4200	85.9	3410	3.41	15.12	7.42	0.0014	0.85	0.23	1	1.3	0.035	0.1	0.052	3.4	58	19
SUC	14/09/2009	09	2009	Grab	B	4.000	4.5	NaN	4245	85.8	3410	3.41	15.12	7.41	NaN	0.94	0.21	1	1.3	0.036	0.1	0.027	3.4	NaN	NaN
SUC	21/09/2009	09	2009	Grab	S	0.496	NaN	0.5	6208	91.2	4020	4.02	15.76	7.6	0.0005	0.63	0.18	0.82	1	0.03	0.055	0.025	2.3	76	15
SUC	21/09/2009	09	2009	Grab	B	4.000	4.5	NaN	6219	90.2	4340	4.34	15.54	7.59	NaN	0.63	0.18	0.83	1	0.034	0.058	0.025	2.3	NaN	NaN
SUC	29/09/2009	09	2009	Grab	S	0.509	NaN	1	7263	82.3	3580	3.58	15.98	7.61	0.0006	0.63	0.084	0.75	0.83	0.037	0.04	0.014	1.8	96	14
SUC	29/09/2009	09	2009	Grab	B	4.000	4.5	NaN	7840	82.8	3730	3.73	15.99	7.64	NaN	0.6	0.09	0.69	0.78	0.033	0.038	0.017	1.7	NaN	NaN
SUC	05/10/2009	10	2009	Grab	S	0.517	NaN	1	5896	91.5	3430	3.43	21.03	7.42	0.0005	0.62	0.082	0.76	0.84	0.036	0.04	0.014	2.1	85	13
SUC	05/10/2009	10	2009	Grab	B	3.500	4	NaN	6778	83.7	3950	3.95	16.91	7.45	NaN	0.64	0.075	0.72	0.8	0.038	0.04	0.015	1.6	NaN	NaN
SUC	12/10/2009	10	2009	Grab	S	0.508	NaN	1	6905	74.9	3990	3.99	18.97	NaN	0.0005	0.5	0.054	0.61	0.67	0.063	0.041	0.015	1.5	93	13
SUC	12/10/2009	10	2009	Grab	B	4.500	5	NaN	7197	72.6	3900	3.9	18.61	NaN	NaN	0.53	0.053	0.6	0.65	0.07	0.047	0.015	1.4	NaN	NaN
SUC	19/10/2009	10	2009	Grab	S	0.488	NaN	0.8	6502	79.6	3970	3.97	22.12	7.51	0.007	0.48	0.053	0.71	0.76	0.061	0.043	0.012	1.7	98	13
SUC	19/10/2009	10	2009	Grab	B	4.100	4.6	NaN	7087	69.8	4070	4.07	21.83	7.39	NaN	0.5	0.049	0.66	0.71	0.084	0.043	0.013	1.5	NaN	NaN
SUC	26/10/2009	10	2009	Grab	S	0.499	NaN	0.7	7199	81.8	4610	4.61	21.87	7.54	0.0087	0.53	0.01	0.66	0.67	0.01	0.04	0.005	1.7	110	12
SUC	26/10/2009	10	2009	Grab	B	3.500	4	NaN	7366	81.7	4710	4.71	21.88	7.53	NaN	0.54	0.01	0.65	0.66	0.01	0.036	0.005	1.7	NaN	NaN
SUC	02/11/2009	11	2009	Grab	S	0.505	NaN	0.5	8291	104.8	4940	4.94	22.41	7.78	0.019	0.59	0.012	0.83	0.84	0.01	0.053	0.005	1.7	120	12
SUC	02/11/2009	11	2009	Grab	B	2.700	3.2	NaN	8477	88.5	7710	7.71	20.74	7.6	NaN	0.62	0.011	0.79	0.8	0.01	0.044	0.005	1.6	NaN	NaN
SUC	09/11/2009	11	2009	Grab	S	0.493	NaN	0.8	8407	93.6	4390	4.39	24.45	7.64	0.018	0.51	0.01	0.73	0.74	0.01	0.048	0.005	1.6	110	12
SUC	09/11/2009	11	2009	Grab	B	3.500	4	NaN	13980	29.3	10060	10.06	24.15	7.23	NaN	0.52	0.01	0.75	0.75	0.011	0.052	0.006	1.9	NaN	NaN
SUC	16/11/2009	11	2009	Grab	S	0.516	NaN	0.5	13510	68.6	4310	4.31	25.93	7.41	0.023	0.51	0.01	0.82	0.83	0.01	0.062	0.005	1.9	120	11
SUC	16/11/2009	11	2009	Grab	B	4.100	4.6	NaN	17140	15.3	4840	4.84	25.82	7.13	NaN	0.53	0.01	0.75	0.76	0.01	0.074	0.006	2.1	NaN	NaN
SUC	23/11/2009	11	2009	Grab	S	0.502	NaN	0.7	7932	103.5	4320	4.32	25.55	7.7	0.025	0.64	0.01	0.93	0.93	0.01	0.048	0.006	2.2	120	14
SUC	23/11/2009	11	2009	Grab	B	3.200	3.7	NaN	8678	83.6	5200	5.2	23.22	7.54	NaN	0.66	0.01	0.79	0.8	0.015	0.038	0.006	1.9	NaN	NaN
SUC	30/11/2009	11	2009	Grab	S	0.508	NaN	0.7	7833	104	7840	7.84	26.57	7.78	0.017	0.53	0.01	0.73	0.73	0.011	0.051	0.005	2	110	12
SUC	30/11/2009	11	2009	Grab	B	3.500	4	NaN	9369	55.7	7650	7.65	24.97	7.37	NaN	0.52	0.01	0.77	0.77	0.019	0.065	0.006	2.2	NaN	NaN
SUC	07/12/2009	12	2009	Grab	S	0.514	NaN	0.8	7789	83.8	8850	8.85	28.26	7.5	0.021	0.6	0.01	0.76	0.76	0.01	0.044	0.005	1.6	110	12
SUC	07/12/2009	12	2009	Grab	B	2.500	3	NaN	9059	54.5	9810	9.81	27.19	7.3	NaN	0.6	0.01	0.74	0.74	0.021	0.05	0.005	1.8	NaN	NaN
SUC	14/12/2009	12	2009	Grab	S	0.495	NaN	0.6	13640	109.6	14140	14.14	27.78	7.86	0.04	0.62	0.018	1.1	1.1	0.018	0.11	0.009	2.1	130	13
SUC	14/12/2009	12	2009	Grab	B	4.500	5	NaN	16920	50.4	14060	14.06	27.04	7.41	NaN	0.6	0.01	0.91	0.92	0.01	0.089	0.011	2.5	NaN	NaN
SUC	21/12/2009	12	2009	Grab	S	0.491	NaN	0.8	16210	88.5	9430	9.43	29.68	7.51	0.02	0.59	0.01	0.88	0.89	0.01	0.067	0.009	2.3	120	12
SUC	21/12/2009	12	2009	Grab	B	4.000	4.5	NaN	23430	26.2	14120	14.12	28.2	7.2	NaN	0.59	0.01	0.75	0.76	0.01	0.076	0.02	2.8	NaN	NaN
SUC	29/12/2009	12	2009	Grab	S	0.519	NaN	0.5	21340	71.3	12740	12.74	28.6	7.38	0.037	0.56	0.01	1	1	0.01	0.096	0.013	2.6	120	12
SUC	29/12/2009	12	2009	Grab	B	4.000	0.5	NaN	25830	20.8	15710	15.71	28.27	7.11	NaN	0.56	0.01	0.88	0.89	0.035	0.11	0.021	2.4	NaN	NaN
